"","MIDPARNT","CHILD","PARENTC","CHILDC"
"201",4,9,71.5,69.19999695
"202",4,9,71.5,69.19999695
"203",4,9,71.5,69.19999695
"204",4,9,71.5,69.19999695
"205",4,9,71.5,69.19999695
"206",4,10,71.5,70.19999695
"207",4,10,71.5,70.19999695
"208",4,10,71.5,70.19999695
"209",4,10,71.5,70.19999695
"210",4,10,71.5,70.19999695
"211",4,10,71.5,70.19999695
"212",4,10,71.5,70.19999695
"213",4,10,71.5,70.19999695
"214",4,10,71.5,70.19999695
"215",4,10,71.5,70.19999695
"216",4,10,71.5,70.19999695
"217",4,10,71.5,70.19999695
"218",4,10,71.5,70.19999695
"219",4,10,71.5,70.19999695
"220",4,11,71.5,71.19999695
"221",4,11,71.5,71.19999695
"222",4,11,71.5,71.19999695
"223",4,11,71.5,71.19999695
"224",4,11,71.5,71.19999695
"225",4,11,71.5,71.19999695
"226",4,11,71.5,71.19999695
"227",4,12,71.5,72.19999695
"228",4,12,71.5,72.19999695
"229",4,12,71.5,72.19999695
"230",4,12,71.5,72.19999695
"231",4,13,71.5,73.19999695
"232",4,13,71.5,73.19999695
"233",4,13,71.5,73.19999695
"234",4,14,71.5,74.19999695
"235",4,14,71.5,74.19999695
"236",4,14,71.5,74.19999695
"237",5,3,70.5,63.20000076
"238",5,4,70.5,64.19999695
"239",5,4,70.5,64.19999695
"240",5,4,70.5,64.19999695
"241",5,4,70.5,64.19999695
"242",5,4,70.5,64.19999695
"243",5,4,70.5,64.19999695
"244",5,4,70.5,64.19999695
"245",5,4,70.5,64.19999695
"246",5,4,70.5,64.19999695
"247",5,4,70.5,64.19999695
"248",5,4,70.5,64.19999695
"249",5,4,70.5,64.19999695
"250",5,4,70.5,64.19999695
"251",5,4,70.5,64.19999695
"252",5,4,70.5,64.19999695
"253",5,4,70.5,64.19999695
"254",5,5,70.5,65.19999695
"255",5,5,70.5,65.19999695
"256",5,5,70.5,65.19999695
"257",5,5,70.5,65.19999695
"258",5,6,70.5,66.19999695
"259",5,6,70.5,66.19999695
"260",5,6,70.5,66.19999695
"261",5,6,70.5,66.19999695
"262",5,6,70.5,66.19999695
"263",5,6,70.5,66.19999695
"264",5,6,70.5,66.19999695
"265",5,6,70.5,66.19999695
"266",5,6,70.5,66.19999695
"267",5,6,70.5,66.19999695
"268",5,6,70.5,66.19999695
"269",5,6,70.5,66.19999695
"270",5,6,70.5,66.19999695
"271",5,6,70.5,66.19999695
"272",5,6,70.5,66.19999695
"273",5,6,70.5,66.19999695
"274",5,6,70.5,66.19999695
"275",5,7,70.5,67.19999695
"276",5,7,70.5,67.19999695
"277",5,7,70.5,67.19999695
"278",5,7,70.5,67.19999695
"279",5,7,70.5,67.19999695
"280",5,7,70.5,67.19999695
"281",5,7,70.5,67.19999695
"282",5,7,70.5,67.19999695
"283",5,7,70.5,67.19999695
"284",5,7,70.5,67.19999695
"285",5,7,70.5,67.19999695
"286",5,7,70.5,67.19999695
"287",5,7,70.5,67.19999695
"288",5,7,70.5,67.19999695
"289",5,7,70.5,67.19999695
"290",5,7,70.5,67.19999695
"291",5,7,70.5,67.19999695
"292",5,7,70.5,67.19999695
"293",5,7,70.5,67.19999695
"294",5,7,70.5,67.19999695
"295",5,7,70.5,67.19999695
"296",5,7,70.5,67.19999695
"297",5,7,70.5,67.19999695
"298",5,7,70.5,67.19999695
"299",5,7,70.5,67.19999695
"300",5,7,70.5,67.19999695
"301",5,7,70.5,67.19999695
"302",5,8,70.5,68.19999695
"303",5,8,70.5,68.19999695
"304",5,8,70.5,68.19999695
"305",5,8,70.5,68.19999695
"306",5,8,70.5,68.19999695
"307",5,8,70.5,68.19999695
"308",5,8,70.5,68.19999695
"309",5,8,70.5,68.19999695
"310",5,8,70.5,68.19999695
"311",5,8,70.5,68.19999695
"312",5,8,70.5,68.19999695
"313",5,8,70.5,68.19999695
"314",5,8,70.5,68.19999695
"315",5,8,70.5,68.19999695
"316",5,8,70.5,68.19999695
"317",5,8,70.5,68.19999695
"318",5,8,70.5,68.19999695
"319",5,8,70.5,68.19999695
"320",5,8,70.5,68.19999695
"321",5,8,70.5,68.19999695
"322",5,9,70.5,69.19999695
"323",5,9,70.5,69.19999695
"324",5,9,70.5,69.19999695
"325",5,9,70.5,69.19999695
"326",5,9,70.5,69.19999695
"327",5,9,70.5,69.19999695
"328",5,9,70.5,69.19999695
"329",5,9,70.5,69.19999695
"330",5,9,70.5,69.19999695
"331",5,9,70.5,69.19999695
"332",5,9,70.5,69.19999695
"333",5,9,70.5,69.19999695
"334",5,9,70.5,69.19999695
"335",5,9,70.5,69.19999695
"336",5,9,70.5,69.19999695
"337",5,9,70.5,69.19999695
"338",5,9,70.5,69.19999695
"339",5,9,70.5,69.19999695
"340",5,9,70.5,69.19999695
"341",5,9,70.5,69.19999695
"342",5,9,70.5,69.19999695
"343",5,9,70.5,69.19999695
"344",5,9,70.5,69.19999695
"345",5,9,70.5,69.19999695
"346",5,9,70.5,69.19999695
"347",5,9,70.5,69.19999695
"348",5,9,70.5,69.19999695
"349",5,9,70.5,69.19999695
"350",5,9,70.5,69.19999695
"351",5,9,70.5,69.19999695
"352",5,9,70.5,69.19999695
"353",5,9,70.5,69.19999695
"354",5,9,70.5,69.19999695
"355",5,10,70.5,70.19999695
"356",5,10,70.5,70.19999695
"357",5,10,70.5,70.19999695
"358",5,10,70.5,70.19999695
"359",5,10,70.5,70.19999695
"360",5,10,70.5,70.19999695
"361",5,10,70.5,70.19999695
"362",5,10,70.5,70.19999695
"363",5,10,70.5,70.19999695
"364",5,10,70.5,70.19999695
"365",5,10,70.5,70.19999695
"366",5,10,70.5,70.19999695
"367",5,10,70.5,70.19999695
"368",5,10,70.5,70.19999695
"369",5,10,70.5,70.19999695
"370",5,10,70.5,70.19999695
"371",5,10,70.5,70.19999695
"372",5,10,70.5,70.19999695
"373",5,10,70.5,70.19999695
"374",5,10,70.5,70.19999695
"375",5,10,70.5,70.19999695
"376",5,10,70.5,70.19999695
"377",5,10,70.5,70.19999695
"378",5,10,70.5,70.19999695
"379",5,10,70.5,70.19999695
"380",5,11,70.5,71.19999695
"381",5,11,70.5,71.19999695
"382",5,11,70.5,71.19999695
"383",5,11,70.5,71.19999695
"384",5,11,70.5,71.19999695
"385",5,11,70.5,71.19999695
"386",5,11,70.5,71.19999695
"387",5,11,70.5,71.19999695
"388",5,11,70.5,71.19999695
"389",5,11,70.5,71.19999695
"390",5,11,70.5,71.19999695
"391",5,11,70.5,71.19999695
"392",5,11,70.5,71.19999695
"393",5,11,70.5,71.19999695
"394",5,11,70.5,71.19999695
"395",5,11,70.5,71.19999695
"396",5,11,70.5,71.19999695
"397",5,11,70.5,71.19999695
"398",5,11,70.5,71.19999695
"399",5,11,70.5,71.19999695
"400",5,12,70.5,72.19999695
"401",5,12,70.5,72.19999695
"402",5,12,70.5,72.19999695
"403",5,12,70.5,72.19999695
"404",5,12,70.5,72.19999695
"405",5,12,70.5,72.19999695
"406",5,12,70.5,72.19999695
"407",5,12,70.5,72.19999695
"408",5,12,70.5,72.19999695
"409",5,12,70.5,72.19999695
"410",5,12,70.5,72.19999695
"411",5,13,70.5,73.19999695
"412",5,13,70.5,73.19999695
"413",5,13,70.5,73.19999695
"414",5,13,70.5,73.19999695
"415",5,14,70.5,74.19999695
"416",5,14,70.5,74.19999695
"417",5,14,70.5,74.19999695
"418",5,14,70.5,74.19999695
"419",5,14,70.5,74.19999695
"420",6,1,69.5,61.20000076
"421",6,3,69.5,63.20000076
"422",6,3,69.5,63.20000076
"423",6,3,69.5,63.20000076
"424",6,3,69.5,63.20000076
"425",6,3,69.5,63.20000076
"426",6,3,69.5,63.20000076
"427",6,3,69.5,63.20000076
"428",6,4,69.5,64.19999695
"429",6,4,69.5,64.19999695
"430",6,4,69.5,64.19999695
"431",6,4,69.5,64.19999695
"432",6,4,69.5,64.19999695
"433",6,4,69.5,64.19999695
"434",6,4,69.5,64.19999695
"435",6,4,69.5,64.19999695
"436",6,4,69.5,64.19999695
"437",6,4,69.5,64.19999695
"438",6,4,69.5,64.19999695
"439",6,5,69.5,65.19999695
"440",6,5,69.5,65.19999695
"441",6,5,69.5,65.19999695
"442",6,5,69.5,65.19999695
"443",6,5,69.5,65.19999695
"444",6,5,69.5,65.19999695
"445",6,5,69.5,65.19999695
"446",6,5,69.5,65.19999695
"447",6,5,69.5,65.19999695
"448",6,5,69.5,65.19999695
"449",6,5,69.5,65.19999695
"450",6,5,69.5,65.19999695
"451",6,5,69.5,65.19999695
"452",6,5,69.5,65.19999695
"453",6,5,69.5,65.19999695
"454",6,5,69.5,65.19999695
"455",6,6,69.5,66.19999695
"456",6,6,69.5,66.19999695
"457",6,6,69.5,66.19999695
"458",6,6,69.5,66.19999695
"459",6,6,69.5,66.19999695
"460",6,6,69.5,66.19999695
"461",6,6,69.5,66.19999695
"462",6,6,69.5,66.19999695
"463",6,6,69.5,66.19999695
"464",6,6,69.5,66.19999695
"465",6,6,69.5,66.19999695
"466",6,6,69.5,66.19999695
"467",6,6,69.5,66.19999695
"468",6,6,69.5,66.19999695
"469",6,6,69.5,66.19999695
"470",6,6,69.5,66.19999695
"471",6,6,69.5,66.19999695
"472",6,6,69.5,66.19999695
"473",6,6,69.5,66.19999695
"474",6,6,69.5,66.19999695
"475",6,6,69.5,66.19999695
"476",6,6,69.5,66.19999695
"477",6,6,69.5,66.19999695
"478",6,6,69.5,66.19999695
"479",6,6,69.5,66.19999695
"480",6,7,69.5,67.19999695
"481",6,7,69.5,67.19999695
"482",6,7,69.5,67.19999695
"483",6,7,69.5,67.19999695
"484",6,7,69.5,67.19999695
"485",6,7,69.5,67.19999695
"486",6,7,69.5,67.19999695
"487",6,7,69.5,67.19999695
"488",6,7,69.5,67.19999695
"489",6,7,69.5,67.19999695
"490",6,7,69.5,67.19999695
"491",6,7,69.5,67.19999695
"492",6,7,69.5,67.19999695
"493",6,7,69.5,67.19999695
"494",6,7,69.5,67.19999695
"495",6,7,69.5,67.19999695
"496",6,7,69.5,67.19999695
"497",6,7,69.5,67.19999695
"498",6,7,69.5,67.19999695
"499",6,7,69.5,67.19999695
"500",6,7,69.5,67.19999695
"501",6,7,69.5,67.19999695
"502",6,7,69.5,67.19999695
"503",6,7,69.5,67.19999695
"504",6,7,69.5,67.19999695
"505",6,7,69.5,67.19999695
"506",6,7,69.5,67.19999695
"507",6,7,69.5,67.19999695
"508",6,7,69.5,67.19999695
"509",6,7,69.5,67.19999695
"510",6,7,69.5,67.19999695
"511",6,8,69.5,68.19999695
"512",6,8,69.5,68.19999695
"513",6,8,69.5,68.19999695
"514",6,8,69.5,68.19999695
"515",6,8,69.5,68.19999695
"516",6,8,69.5,68.19999695
"517",6,8,69.5,68.19999695
"518",6,8,69.5,68.19999695
"519",6,8,69.5,68.19999695
"520",6,8,69.5,68.19999695
"521",6,8,69.5,68.19999695
"522",6,8,69.5,68.19999695
"523",6,8,69.5,68.19999695
"524",6,8,69.5,68.19999695
"525",6,8,69.5,68.19999695
"526",6,8,69.5,68.19999695
"527",6,8,69.5,68.19999695
"528",6,8,69.5,68.19999695
"529",6,8,69.5,68.19999695
"530",6,8,69.5,68.19999695
"531",6,8,69.5,68.19999695
"532",6,8,69.5,68.19999695
"533",6,8,69.5,68.19999695
"534",6,8,69.5,68.19999695
"535",6,8,69.5,68.19999695
"536",6,8,69.5,68.19999695
"537",6,8,69.5,68.19999695
"538",6,8,69.5,68.19999695
"539",6,8,69.5,68.19999695
"540",6,8,69.5,68.19999695
"541",6,8,69.5,68.19999695
"542",6,8,69.5,68.19999695
"543",6,8,69.5,68.19999695
"544",6,8,69.5,68.19999695
"545",6,9,69.5,69.19999695
"546",6,9,69.5,69.19999695
"547",6,9,69.5,69.19999695
"548",6,9,69.5,69.19999695
"549",6,9,69.5,69.19999695
"550",6,9,69.5,69.19999695
"551",6,9,69.5,69.19999695
"552",6,9,69.5,69.19999695
"553",6,9,69.5,69.19999695
"554",6,9,69.5,69.19999695
"555",6,9,69.5,69.19999695
"556",6,9,69.5,69.19999695
"557",6,9,69.5,69.19999695
"558",6,9,69.5,69.19999695
"559",6,9,69.5,69.19999695
"560",6,9,69.5,69.19999695
"561",6,9,69.5,69.19999695
"562",6,9,69.5,69.19999695
"563",6,9,69.5,69.19999695
"564",6,9,69.5,69.19999695
"565",6,9,69.5,69.19999695
"566",6,9,69.5,69.19999695
"567",6,9,69.5,69.19999695
"568",6,9,69.5,69.19999695
"569",6,9,69.5,69.19999695
"570",6,9,69.5,69.19999695
"571",6,9,69.5,69.19999695
"572",6,9,69.5,69.19999695
"573",6,9,69.5,69.19999695
"574",6,9,69.5,69.19999695
"575",6,9,69.5,69.19999695
"576",6,9,69.5,69.19999695
"577",6,9,69.5,69.19999695
"578",6,9,69.5,69.19999695
"579",6,9,69.5,69.19999695
"580",6,9,69.5,69.19999695
"581",6,9,69.5,69.19999695
"582",6,9,69.5,69.19999695
"583",6,9,69.5,69.19999695
"584",6,9,69.5,69.19999695
"585",6,9,69.5,69.19999695
"586",6,9,69.5,69.19999695
"587",6,9,69.5,69.19999695
"588",6,9,69.5,69.19999695
"589",6,9,69.5,69.19999695
"590",6,9,69.5,69.19999695
"591",6,9,69.5,69.19999695
"592",6,9,69.5,69.19999695
"593",6,10,69.5,70.19999695
"594",6,10,69.5,70.19999695
"595",6,10,69.5,70.19999695
"596",6,10,69.5,70.19999695
"597",6,10,69.5,70.19999695
"598",6,10,69.5,70.19999695
"599",6,10,69.5,70.19999695
"600",6,10,69.5,70.19999695
"601",6,10,69.5,70.19999695
"602",6,10,69.5,70.19999695
"603",6,10,69.5,70.19999695
"604",6,10,69.5,70.19999695
"605",6,10,69.5,70.19999695
"606",6,10,69.5,70.19999695
"607",6,10,69.5,70.19999695
"608",6,10,69.5,70.19999695
"609",6,10,69.5,70.19999695
"610",6,10,69.5,70.19999695
"611",6,10,69.5,70.19999695
"612",6,10,69.5,70.19999695
"613",6,10,69.5,70.19999695
"614",6,11,69.5,71.19999695
"615",6,11,69.5,71.19999695
"616",6,11,69.5,71.19999695
"617",6,11,69.5,71.19999695
"618",6,11,69.5,71.19999695
"619",6,11,69.5,71.19999695
"620",6,11,69.5,71.19999695
"621",6,11,69.5,71.19999695
"622",6,11,69.5,71.19999695
"623",6,11,69.5,71.19999695
"624",6,11,69.5,71.19999695
"625",6,11,69.5,71.19999695
"626",6,11,69.5,71.19999695
"627",6,11,69.5,71.19999695
"628",6,11,69.5,71.19999695
"629",6,11,69.5,71.19999695
"630",6,11,69.5,71.19999695
"631",6,11,69.5,71.19999695
"632",6,12,69.5,72.19999695
"633",6,12,69.5,72.19999695
"634",6,12,69.5,72.19999695
"635",6,12,69.5,72.19999695
"636",6,13,69.5,73.19999695
"637",6,13,69.5,73.19999695
"638",6,13,69.5,73.19999695
"639",7,2,68.5,62.20000076
"640",7,2,68.5,62.20000076
"641",7,2,68.5,62.20000076
"642",7,3,68.5,63.20000076
"643",7,3,68.5,63.20000076
"644",7,3,68.5,63.20000076
"645",7,3,68.5,63.20000076
"646",7,3,68.5,63.20000076
"647",7,4,68.5,64.19999695
"648",7,4,68.5,64.19999695
"649",7,4,68.5,64.19999695
"650",7,4,68.5,64.19999695
"651",7,4,68.5,64.19999695
"652",7,4,68.5,64.19999695
"653",7,4,68.5,64.19999695
"654",7,4,68.5,64.19999695
"655",7,4,68.5,64.19999695
"656",7,4,68.5,64.19999695
"657",7,4,68.5,64.19999695
"658",7,4,68.5,64.19999695
"659",7,4,68.5,64.19999695
"660",7,4,68.5,64.19999695
"661",7,5,68.5,65.19999695
"662",7,5,68.5,65.19999695
"663",7,5,68.5,65.19999695
"664",7,5,68.5,65.19999695
"665",7,5,68.5,65.19999695
"666",7,5,68.5,65.19999695
"667",7,5,68.5,65.19999695
"668",7,5,68.5,65.19999695
"669",7,5,68.5,65.19999695
"670",7,5,68.5,65.19999695
"671",7,5,68.5,65.19999695
"672",7,5,68.5,65.19999695
"673",7,5,68.5,65.19999695
"674",7,5,68.5,65.19999695
"675",7,5,68.5,65.19999695
"676",7,6,68.5,66.19999695
"677",7,6,68.5,66.19999695
"678",7,6,68.5,66.19999695
"679",7,6,68.5,66.19999695
"680",7,6,68.5,66.19999695
"681",7,6,68.5,66.19999695
"682",7,6,68.5,66.19999695
"683",7,6,68.5,66.19999695
"684",7,6,68.5,66.19999695
"685",7,6,68.5,66.19999695
"686",7,6,68.5,66.19999695
"687",7,6,68.5,66.19999695
"688",7,6,68.5,66.19999695
"689",7,6,68.5,66.19999695
"690",7,6,68.5,66.19999695
"691",7,6,68.5,66.19999695
"692",7,6,68.5,66.19999695
"693",7,6,68.5,66.19999695
"694",7,6,68.5,66.19999695
"695",7,6,68.5,66.19999695
"696",7,6,68.5,66.19999695
"697",7,6,68.5,66.19999695
"698",7,6,68.5,66.19999695
"699",7,6,68.5,66.19999695
"700",7,6,68.5,66.19999695
"701",7,6,68.5,66.19999695
"702",7,6,68.5,66.19999695
"703",7,6,68.5,66.19999695
"704",7,6,68.5,66.19999695
"705",7,6,68.5,66.19999695
"706",7,6,68.5,66.19999695
"707",7,6,68.5,66.19999695
"708",7,6,68.5,66.19999695
"709",7,6,68.5,66.19999695
"710",7,6,68.5,66.19999695
"711",7,6,68.5,66.19999695
"712",7,7,68.5,67.19999695
"713",7,7,68.5,67.19999695
"714",7,7,68.5,67.19999695
"715",7,7,68.5,67.19999695
"716",7,7,68.5,67.19999695
"717",7,7,68.5,67.19999695
"718",7,7,68.5,67.19999695
"719",7,7,68.5,67.19999695
"720",7,7,68.5,67.19999695
"721",7,7,68.5,67.19999695
"722",7,7,68.5,67.19999695
"723",7,7,68.5,67.19999695
"724",7,7,68.5,67.19999695
"725",7,7,68.5,67.19999695
"726",7,7,68.5,67.19999695
"727",7,7,68.5,67.19999695
"728",7,7,68.5,67.19999695
"729",7,7,68.5,67.19999695
"730",7,7,68.5,67.19999695
"731",7,7,68.5,67.19999695
"732",7,7,68.5,67.19999695
"733",7,7,68.5,67.19999695
"734",7,7,68.5,67.19999695
"735",7,7,68.5,67.19999695
"736",7,7,68.5,67.19999695
"737",7,7,68.5,67.19999695
"738",7,7,68.5,67.19999695
"739",7,7,68.5,67.19999695
"740",7,7,68.5,67.19999695
"741",7,7,68.5,67.19999695
"742",7,7,68.5,67.19999695
"743",7,7,68.5,67.19999695
"744",7,7,68.5,67.19999695
"745",7,7,68.5,67.19999695
"746",7,7,68.5,67.19999695
"747",7,7,68.5,67.19999695
"748",7,7,68.5,67.19999695
"749",7,7,68.5,67.19999695
"750",7,8,68.5,68.19999695
"751",7,8,68.5,68.19999695
"752",7,8,68.5,68.19999695
"753",7,8,68.5,68.19999695
"754",7,8,68.5,68.19999695
"755",7,8,68.5,68.19999695
"756",7,8,68.5,68.19999695
"757",7,8,68.5,68.19999695
"758",7,8,68.5,68.19999695
"759",7,8,68.5,68.19999695
"760",7,8,68.5,68.19999695
"761",7,8,68.5,68.19999695
"762",7,8,68.5,68.19999695
"763",7,8,68.5,68.19999695
"764",7,8,68.5,68.19999695
"765",7,8,68.5,68.19999695
"766",7,8,68.5,68.19999695
"767",7,8,68.5,68.19999695
"768",7,8,68.5,68.19999695
"769",7,8,68.5,68.19999695
"770",7,8,68.5,68.19999695
"771",7,8,68.5,68.19999695
"772",7,8,68.5,68.19999695
"773",7,8,68.5,68.19999695
"774",7,8,68.5,68.19999695
"775",7,8,68.5,68.19999695
"776",7,8,68.5,68.19999695
"777",7,8,68.5,68.19999695
"778",7,9,68.5,69.19999695
"779",7,9,68.5,69.19999695
"780",7,9,68.5,69.19999695
"781",7,9,68.5,69.19999695
"782",7,9,68.5,69.19999695
"783",7,9,68.5,69.19999695
"784",7,9,68.5,69.19999695
"785",7,9,68.5,69.19999695
"786",7,9,68.5,69.19999695
"787",7,9,68.5,69.19999695
"788",7,9,68.5,69.19999695
"789",7,9,68.5,69.19999695
"790",7,9,68.5,69.19999695
"791",7,9,68.5,69.19999695
"792",7,9,68.5,69.19999695
"793",7,9,68.5,69.19999695
"794",7,9,68.5,69.19999695
"795",7,9,68.5,69.19999695
"796",7,9,68.5,69.19999695
"797",7,9,68.5,69.19999695
"798",7,9,68.5,69.19999695
"799",7,9,68.5,69.19999695
"800",7,9,68.5,69.19999695
"801",7,9,68.5,69.19999695
"802",7,9,68.5,69.19999695
"803",7,9,68.5,69.19999695
"804",7,9,68.5,69.19999695
"805",7,9,68.5,69.19999695
"806",7,9,68.5,69.19999695
"807",7,9,68.5,69.19999695
"808",7,9,68.5,69.19999695
"809",7,9,68.5,69.19999695
"810",7,9,68.5,69.19999695
"811",7,9,68.5,69.19999695
"812",7,9,68.5,69.19999695
"813",7,9,68.5,69.19999695
"814",7,9,68.5,69.19999695
"815",7,9,68.5,69.19999695
"816",7,10,68.5,70.19999695
"817",7,10,68.5,70.19999695
"818",7,10,68.5,70.19999695
"819",7,10,68.5,70.19999695
"820",7,10,68.5,70.19999695
"821",7,10,68.5,70.19999695
"822",7,10,68.5,70.19999695
"823",7,10,68.5,70.19999695
"824",7,10,68.5,70.19999695
"825",7,10,68.5,70.19999695
"826",7,10,68.5,70.19999695
"827",7,10,68.5,70.19999695
"828",7,10,68.5,70.19999695
"829",7,10,68.5,70.19999695
"830",7,10,68.5,70.19999695
"831",7,10,68.5,70.19999695
"832",7,10,68.5,70.19999695
"833",7,10,68.5,70.19999695
"834",7,10,68.5,70.19999695
"835",7,11,68.5,71.19999695
"836",7,11,68.5,71.19999695
"837",7,11,68.5,71.19999695
"838",7,11,68.5,71.19999695
"839",7,11,68.5,71.19999695
"840",7,11,68.5,71.19999695
"841",7,11,68.5,71.19999695
"842",7,11,68.5,71.19999695
"843",7,11,68.5,71.19999695
"844",7,11,68.5,71.19999695
"845",7,11,68.5,71.19999695
"846",7,12,68.5,72.19999695
"847",7,12,68.5,72.19999695
"848",7,12,68.5,72.19999695
"849",7,12,68.5,72.19999695
"850",8,2,67.5,62.20000076
"851",8,2,67.5,62.20000076
"852",8,2,67.5,62.20000076
"853",8,3,67.5,63.20000076
"854",8,3,67.5,63.20000076
"855",8,3,67.5,63.20000076
"856",8,4,67.5,64.19999695
"857",8,4,67.5,64.19999695
"858",8,4,67.5,64.19999695
"859",8,4,67.5,64.19999695
"860",8,4,67.5,64.19999695
"861",8,5,67.5,65.19999695
"862",8,5,67.5,65.19999695
"863",8,6,67.5,66.19999695
"864",8,6,67.5,66.19999695
"865",8,6,67.5,66.19999695
"866",8,6,67.5,66.19999695
"867",8,6,67.5,66.19999695
"868",8,6,67.5,66.19999695
"869",8,6,67.5,66.19999695
"870",8,6,67.5,66.19999695
"871",8,6,67.5,66.19999695
"872",8,6,67.5,66.19999695
"873",8,6,67.5,66.19999695
"874",8,6,67.5,66.19999695
"875",8,6,67.5,66.19999695
"876",8,6,67.5,66.19999695
"877",8,6,67.5,66.19999695
"878",8,6,67.5,66.19999695
"879",8,6,67.5,66.19999695
"880",8,7,67.5,67.19999695
"881",8,7,67.5,67.19999695
"882",8,7,67.5,67.19999695
"883",8,7,67.5,67.19999695
"884",8,7,67.5,67.19999695
"885",8,7,67.5,67.19999695
"886",8,7,67.5,67.19999695
"887",8,7,67.5,67.19999695
"888",8,7,67.5,67.19999695
"889",8,7,67.5,67.19999695
"890",8,7,67.5,67.19999695
"891",8,7,67.5,67.19999695
"892",8,7,67.5,67.19999695
"893",8,7,67.5,67.19999695
"894",8,7,67.5,67.19999695
"895",8,7,67.5,67.19999695
"896",8,7,67.5,67.19999695
"897",8,8,67.5,68.19999695
"898",8,8,67.5,68.19999695
"899",8,8,67.5,68.19999695
"900",8,8,67.5,68.19999695
"901",8,8,67.5,68.19999695
"902",8,8,67.5,68.19999695
"903",8,8,67.5,68.19999695
"904",8,8,67.5,68.19999695
"905",8,8,67.5,68.19999695
"906",8,8,67.5,68.19999695
"907",8,8,67.5,68.19999695
"908",8,8,67.5,68.19999695
"909",8,8,67.5,68.19999695
"910",8,8,67.5,68.19999695
"911",8,9,67.5,69.19999695
"912",8,9,67.5,69.19999695
"913",8,9,67.5,69.19999695
"914",8,9,67.5,69.19999695
"915",8,9,67.5,69.19999695
"916",8,9,67.5,69.19999695
"917",8,9,67.5,69.19999695
"918",8,9,67.5,69.19999695
"919",8,9,67.5,69.19999695
"920",8,9,67.5,69.19999695
"921",8,9,67.5,69.19999695
"922",8,9,67.5,69.19999695
